Area,Value,Room,Living,School,Year,Floor
51,195,2,1,0,1986,6
52,270,2,1,0,1986,6
53,244,2,1,0,1986,6
53,325,2,1,0,1986,6
53,325,2,1,0,1986,6
54,180,2,1,1,1986,6
54,270,2,1,0,1986,6
55,230,2,1,0,1986,6
55,230,2,1,0,1986,6
55,248,2,1,0,1986,6
55,248,2,1,0,1986,6
56,135,2,1,1,1986,6
56,166,2,1,1,1986,16
56,195,2,1,0,1986,6
56,280,2,1,1,1986,16
56,330,2,1,1,1986,6
57,210,2,1,1,1986,6
57,232,2,1,0,1986,6
57,232,2,1,0,1986,6
57,263,2,1,0,1986,5
57,280,2,1,1,1986,5
57,345,2,1,1,1986,6
57,350,2,1,1,1986,6
57,430,2,1,1,1986,6
57,430,2,1,1,1986,6
57,435,2,1,1,1986,6
58,148,2,1,1,1986,6
58,148,2,1,1,1986,6
58,210,1,1,0,1986,17
58,210,1,1,0,1986,17
58,215,2,1,1,1986,6
58,240,2,1,0,1986,6
58,245,2,1,0,1986,6
58,245,2,1,0,1986,6
58,282,2,1,0,1986,6
58,298,2,1,1,1986,6
58,365,2,1,1,1986,17
58,365,2,1,1,1986,17
59,170,2,1,0,1986,6
59,175,2,1,1,1986,6
59,182,2,1,1,1986,6
59,195,2,1,1,1986,6
59,195,2,1,1,1986,6
59,235,3,1,0,1986,6
60,230,2,1,1,1986,18
60,230,2,1,1,1986,18
60,230,2,1,1,1986,18
60,240,2,1,0,1986,6
60,240,2,1,1,1986,16
60,240,2,1,1,1986,16
60,245,2,1,1,1986,16
60,268,2,1,0,1986,16
60,295,2,1,1,1986,16
60,295,2,1,1,1986,16
61,115,2,1,1,1986,7
61,151,2,1,1,1986,6
61,151,2,1,1,1986,6
61,200,2,1,0,1986,16
61,230,2,1,0,1986,14
61,235,2,1,0,1986,16
61,240,2,1,0,1986,16
61,240,2,1,0,1986,16
61,240,2,1,0,1986,16
61,240,2,1,0,1986,16
61,251,2,1,1,1986,6
61,272,2,1,0,1986,6
61,272,2,1,0,1986,6
62,178,2,1,0,1986,6
62,310,2,1,0,1986,18
62,310,2,1,0,1986,18
63,200,2,1,0,1986,6
63,240,2,1,1,1986,16
63,240,2,1,1,1986,16
63,240,2,1,1,1986,16
64,255,2,1,1,1986,16
65,249,2,1,1,1986,14
65,370,2,1,0,1986,6
65,370,2,1,0,1986,6
65,370,2,1,0,1986,6
66,155,2,1,0,1986,11
66,252,2,1,1,1986,6
66,252,2,1,1,1986,6
66,420,2,1,1,1986,12
66,420,2,1,1,1986,12
67,308,2,1,1,1986,14
67,308,2,1,1,1986,14
67,320,2,1,1,1986,15
68,360,3,1,1,1986,6
68,360,3,1,1,1986,6
70,155,3,1,1,1986,5
70,297,2,1,0,1986,16
70,325,3,1,0,1986,6
70,325,3,1,0,1986,6
70,470,2,1,1,1986,17
71,162,3,1,0,1986,6
71,168,2,1,1,1986,6
71,366,3,1,1,1986,15
74,260,3,1,1,1986,6
75,330,2,1,0,1986,24
76,235,3,1,0,1986,6
77,270,3,1,0,1986,6
77,270,3,1,0,1986,6
77,270,3,1,0,1986,6
78,385,3,1,0,1986,14
79,370,3,1,1,1986,16
79,370,3,1,1,1986,16
79,370,3,1,1,1986,16
79,435,2,1,1,1986,12
80,300,3,1,1,1986,24
80,300,3,1,1,1986,24
80,333,4,1,0,1986,6
80,333,4,1,0,1986,6
80,375,3,1,1,1986,17
80,435,3,1,1,1986,6
81,168,3,1,1,1986,4
81,205,2,1,0,1986,16
81,380,3,1,1,1986,16
81,380,3,1,1,1986,16
84,228,3,1,0,1986,6
87,390,2,1,1,1986,16
87,399,3,1,1,1986,17
87,520,3,1,1,1986,5
89,550,3,1,1,1986,6
90,405,3,1,0,1986,16
36,138,1,1,0,1987,6
39,140,1,1,0,1987,24
39,140,1,1,0,1987,24
40,142,1,1,0,1987,6
40,142,1,1,0,1987,6
40,250,1,1,1,1987,6
40,250,1,1,1,1987,6
42,145,1,1,0,1987,6
42,145,1,1,0,1987,6
42,145,1,1,0,1987,24
42,168,1,1,0,1987,6
42,168,1,1,0,1987,6
42,218,1,1,1,1987,6
42,305,1,1,0,1987,18
44,140,1,1,0,1987,6
44,158,1,1,0,1987,6
45,160,1,1,0,1987,18
46,156,1,1,0,1987,6
46,156,1,1,0,1987,6
47,130,2,1,0,1987,5
47,130,2,1,0,1987,5
47,130,2,1,0,1987,5
47,156,1,1,0,1987,20
48,185,1,1,0,1987,6
48,280,1,1,1,1987,22
48,280,1,1,1,1987,22
50,170,2,1,1,1987,12
50,170,2,1,1,1987,12
50,170,2,1,1,1987,12
50,230,1,1,0,1987,25
52,130,3,1,1,1987,4
52,218,2,1,0,1987,6
52,285,2,1,1,1987,6
52,285,2,1,1,1987,6
52,285,2,1,1,1987,6
52,285,2,1,1,1987,6
53,183,2,1,1,1987,6
53,183,2,1,1,1987,6
53,240,2,1,1,1987,6
54,165,2,1,1,1987,6
54,165,2,1,1,1987,6
54,165,2,1,1,1987,6
54,195,2,1,0,1987,6
54,220,2,1,1,1987,6
55,170,2,1,1,1987,6
55,186,2,1,1,1987,6
55,186,2,1,1,1987,6
55,198,2,1,1,1987,5
56,133,2,1,1,1987,6
56,207,2,1,1,1987,6
56,207,2,1,1,1987,6
56,207,2,1,1,1987,24
56,207,2,1,1,1987,24
56,248,2,1,1,1987,6
57,175,2,1,1,1987,20
57,203,2,1,1,1987,6
57,203,2,1,1,1987,6
57,205,2,1,1,1987,6
57,205,2,1,1,1987,6
57,205,2,1,1,1987,6
57,210,2,1,0,1987,6
57,228,2,1,1,1987,6
57,253,2,1,1,1987,6
58,165,2,1,0,1987,6
58,170,2,1,1,1987,6
58,220,2,1,1,1987,6
58,220,2,1,1,1987,6
58,220,2,1,1,1987,6
58,273,2,0,0,1987,16
58,273,2,0,0,1987,16
58,315,2,1,1,1987,6
58,316,2,1,1,1987,19
58,316,2,1,1,1987,19
58,360,2,1,1,1987,18
59,218,2,1,1,1987,13
59,218,2,1,1,1987,13
59,257,2,1,1,1987,6
59,280,2,1,0,1987,6
59,280,2,1,0,1987,6
60,160,2,1,1,1987,5
60,175,2,1,0,1987,6
60,190,2,1,1,1987,20
60,195,2,1,1,1987,16
60,195,2,1,1,1987,16
60,195,2,1,1,1987,16
60,205,2,1,0,1987,18
60,310,2,1,0,1987,6
61,263,2,1,0,1987,6
61,275,2,1,1,1987,16
62,140,2,1,1,1987,6
62,140,2,1,1,1987,6
62,185,2,1,0,1987,6
62,185,2,1,0,1987,6
62,185,2,1,0,1987,6
62,190,2,1,1,1987,6
62,205,2,1,0,1987,6
63,155,2,1,1,1987,16
63,155,2,1,1,1987,16
63,160,2,1,0,1987,16
63,192,2,1,0,1987,16
63,192,2,1,0,1987,16
63,203,2,1,1,1987,18
63,203,2,1,1,1987,18
63,203,2,1,1,1987,18
64,185,2,1,0,1987,6
64,305,2,1,1,1987,16
65,160,3,1,0,1987,16
65,160,3,1,0,1987,16
65,420,2,1,1,1987,6
66,259,2,1,1,1987,18
67,260,3,1,1,1987,6
67,260,3,1,1,1987,6
68,200,2,1,1,1987,6
69,215,3,1,1,1987,6
69,320,2,1,1,1987,18
70,330,2,1,1,1987,16
70,480,3,1,1,1987,6
71,415,3,1,1,1987,17
71,415,3,1,1,1987,17
72,335,3,1,1,1987,6
72,360,3,1,1,1987,6
72,360,3,1,1,1987,6
72,360,3,1,1,1987,6
72,360,3,1,1,1987,6
72,360,3,1,1,1987,6
74,410,3,1,1,1987,22
75,320,3,1,1,1987,16
77,340,3,1,1,1987,5
78,300,3,1,0,1987,6
78,315,3,1,1,1987,16
78,315,3,1,1,1987,16
78,315,3,1,1,1987,16
78,350,3,1,1,1987,16
79,353,3,2,1,1987,16
83,333,2,1,0,1987,18
83,333,2,1,0,1987,18
86,240,3,1,1,1987,18
86,252,2,2,0,1987,20
86,252,2,2,0,1987,20
95,430,2,2,1,1987,25
97,665,3,1,1,1987,18
107,630,3,1,1,1987,16
128,700,4,1,1,1987,16
38,150,1,1,1,1988,6
38,150,1,1,1,1988,6
38,220,1,1,0,1988,1
39,175,1,1,0,1988,6
39,258,1,1,1,1988,12
40,210,1,1,1,1988,6
40,243,1,1,1,1988,6
40,243,1,1,1,1988,6
41,179,1,1,0,1988,14
41,195,1,1,0,1988,6
41,225,1,1,1,1988,6
42,152,1,1,1,1988,6
42,222,1,1,1,1988,6
43,120,2,1,0,1988,5
43,120,2,1,0,1988,5
43,175,1,1,0,1988,6
45,140,1,1,1,1988,15
45,190,1,1,1,1988,6
45,220,2,1,1,1988,6
45,236,1,1,1,1988,6
45,242,1,1,1,1988,6
45,242,1,1,1,1988,6
45,260,1,1,1,1988,18
45,335,1,1,1,1988,6
47,165,1,1,1,1988,24
47,190,1,1,1,1988,5
47,190,1,1,1,1988,5
47,260,1,1,0,1988,7
48,150,2,1,1,1988,6
48,150,2,1,1,1988,6
48,150,2,1,1,1988,6
48,215,1,1,1,1988,16
48,215,1,1,1,1988,16
48,215,1,1,1,1988,16
48,215,1,1,1,1988,16
49,235,2,1,0,1988,21
50,120,2,1,0,1988,6
50,163,2,1,1,1988,6
50,163,2,1,1,1988,6
50,163,2,1,1,1988,6
50,163,2,1,1,1988,6
50,175,2,1,0,1988,6
50,175,2,1,0,1988,6
50,182,2,1,1,1988,18
50,185,2,1,1,1988,6
50,185,2,1,1,1988,6
50,185,2,1,1,1988,6
50,185,2,1,1,1988,6
50,185,2,1,1,1988,6
50,190,1,1,0,1988,14
50,210,2,1,1,1988,6
50,210,2,1,1,1988,6
50,255,2,1,0,1988,6
50,270,2,1,1,1988,6
51,239,2,1,0,1988,6
51,255,2,1,0,1988,4
51,275,2,1,1,1988,24
52,265,2,1,0,1988,6
52,265,2,1,0,1988,6
52,270,1,1,1,1988,18
53,235,1,1,0,1988,18
54,185,2,1,0,1988,6
54,188,2,1,0,1988,6
54,195,2,1,0,1988,6
54,205,2,1,1,1988,6
54,205,2,1,1,1988,6
54,253,2,1,0,1988,6
54,253,2,1,0,1988,6
54,253,2,1,0,1988,6
55,130,2,1,1,1988,6
55,130,2,1,1,1988,6
55,192,2,1,0,1988,6
56,135,2,1,0,1988,4
56,178,2,1,0,1988,6
56,190,2,1,1,1988,6
56,190,2,1,1,1988,6
57,175,2,1,0,1988,6
57,175,2,1,0,1988,6
57,200,2,1,0,1988,23
57,200,2,1,1,1988,12
57,200,2,1,1,1988,12
57,200,2,1,1,1988,12
57,255,2,1,0,1988,5
57,260,3,1,1,1988,6
57,260,3,1,1,1988,6
57,310,3,1,1,1988,6
58,180,2,1,0,1988,6
58,180,2,1,0,1988,6
58,180,2,1,0,1988,6
58,182,2,1,1,1988,16
58,182,2,1,1,1988,16
58,202,2,1,1,1988,6
58,235,2,1,0,1988,6
58,252,2,1,1,1988,12
58,255,2,1,0,1988,6
58,255,2,1,0,1988,6
58,265,2,1,1,1988,6
58,290,2,1,1,1988,7
58,300,2,1,1,1988,6
58,320,2,1,1,1988,6
58,320,2,1,1,1988,6
58,320,2,1,1,1988,6
58,320,2,1,1,1988,6
58,405,2,1,1,1988,6
58,420,2,1,0,1988,6
59,202,2,1,0,1988,7
59,202,2,1,0,1988,7
59,230,2,1,1,1988,5
59,230,2,1,1,1988,22
59,230,2,1,1,1988,22
59,260,3,1,1,1988,6
59,260,3,1,1,1988,6
59,260,3,1,1,1988,6
60,120,2,1,1,1988,6
60,230,2,1,0,1988,6
60,360,2,1,1,1988,6
60,360,2,1,1,1988,6
60,370,2,1,1,1988,20
60,370,2,1,1,1988,20
61,199,2,1,0,1988,6
61,200,2,1,1,1988,6
61,200,2,1,1,1988,6
61,200,2,1,1,1988,6
61,200,2,1,1,1988,6
61,250,2,1,1,1988,22
62,195,2,1,1,1988,6
62,195,2,1,1,1988,6
62,215,2,1,0,1988,22
62,258,2,1,1,1988,14
62,302,2,1,1,1988,6
62,302,2,1,1,1988,6
62,302,2,1,1,1988,6
62,302,2,1,1,1988,6
63,210,2,1,1,1988,16
63,295,3,1,0,1988,5
63,330,2,1,0,1988,18
64,220,2,1,1,1988,6
64,255,2,1,1,1988,6
64,255,2,1,1,1988,6
64,255,2,1,1,1988,6
64,255,2,1,1,1988,6
64,270,2,1,1,1988,16
64,350,2,1,0,1988,18
65,168,1,1,1,1988,18
65,168,1,1,1,1988,18
65,205,2,1,1,1988,20
65,350,2,1,0,1988,13
66,230,2,1,1,1988,16
66,230,2,1,1,1988,16
66,230,2,1,1,1988,16
66,240,2,1,0,1988,18
66,320,2,1,1,1988,6
69,285,3,1,1,1988,16
70,245,3,1,0,1988,6
70,245,3,1,0,1988,6
70,280,2,1,1,1988,11
70,300,2,1,0,1988,16
71,305,2,1,1,1988,17
71,305,2,1,1,1988,17
71,330,2,1,0,1988,16
71,480,3,1,1,1988,6
72,220,2,1,1,1988,6
72,259,2,1,1,1988,23
72,259,2,1,1,1988,23
72,259,2,1,1,1988,23
73,270,3,1,1,1988,6
73,293,3,1,1,1988,14
74,240,3,1,0,1988,17
74,271,3,1,1,1988,6
74,271,3,1,1,1988,6
74,295,3,1,1,1988,6
74,340,2,1,1,1988,18
74,400,2,1,0,1988,18
74,420,3,1,1,1988,6
74,440,3,1,1,1988,20
76,340,3,1,0,1988,21
77,237,3,1,1,1988,6
77,237,3,1,1,1988,6
78,210,3,1,1,1988,6
78,210,3,1,1,1988,6
78,335,3,1,0,1988,14
78,335,3,1,0,1988,14
78,430,3,1,0,1988,7
79,255,3,1,1,1988,16
80,376,3,1,0,1988,6
81,358,2,1,1,1988,19
81,358,2,1,1,1988,19
81,358,2,1,1,1988,19
83,258,3,1,1,1988,6
85,455,3,1,1,1988,18
85,455,3,1,1,1988,18
85,500,3,2,1,1988,18
101,500,2,2,1,1988,18
101,500,2,2,1,1988,18
101,500,2,2,1,1988,18
38,200,1,1,1,1989,15
39,210,1,1,1,1989,7
39,210,1,1,1,1989,7
40,155,1,1,1,1989,6
40,155,1,1,1,1989,6
41,195,1,1,0,1989,6
41,230,1,1,0,1989,6
41,235,1,1,1,1989,6
41,235,1,1,1,1989,6
41,240,1,1,1,1989,6
41,240,1,1,1,1989,6
41,240,1,1,1,1989,6
41,275,1,1,1,1989,9
43,185,1,1,1,1989,25
43,185,1,1,1,1989,25
43,225,1,1,1,1989,6
43,225,1,1,1,1989,6
44,155,1,1,0,1989,12
44,158,1,1,0,1989,25
44,180,1,1,1,1989,20
44,245,1,1,1,1989,18
44,275,1,1,1,1989,24
45,180,1,1,0,1989,20
47,237,1,1,1,1989,18
47,237,1,1,1,1989,18
48,230,1,1,0,1989,18
48,230,1,1,0,1989,18
48,230,1,1,0,1989,18
48,330,1,1,0,1989,6
49,150,1,1,0,1989,18
51,217,1,2,1,1989,25
51,251,2,1,0,1989,2
51,251,2,1,0,1989,2
51,275,1,1,1,1989,20
51,275,1,1,1,1989,20
51,300,1,1,1,1989,16
51,300,1,1,1,1989,16
53,310,2,1,1,1989,5
55,192,2,1,0,1989,6
56,195,2,1,0,1989,6
56,278,3,1,1,1989,6
56,278,3,1,1,1989,6
57,155,2,1,0,1989,6
57,155,3,1,0,1989,4
57,186,2,1,1,1989,6
57,250,2,1,0,1989,6
57,250,2,1,0,1989,6
57,285,2,1,1,1989,6
58,138,2,1,1,1989,6
58,138,2,1,1,1989,6
58,150,2,1,1,1989,6
58,160,2,1,1,1989,6
58,205,2,1,1,1989,6
58,258,2,1,0,1989,6
58,259,2,1,0,1989,21
58,265,2,1,0,1989,6
58,265,2,1,0,1989,6
59,219,2,1,1,1989,6
59,219,2,1,1,1989,6
59,219,2,1,1,1989,6
59,219,2,1,1,1989,6
59,223,2,1,0,1989,6
59,230,2,1,0,1989,6
59,230,2,1,0,1989,6
59,230,2,1,0,1989,6
59,230,2,1,0,1989,6
59,233,2,1,0,1989,18
59,273,2,1,0,1989,18
59,273,2,1,0,1989,18
59,275,2,1,0,1989,6
60,168,2,1,1,1989,16
60,192,2,1,1,1989,6
60,200,2,1,0,1989,14
60,200,2,1,0,1989,14
60,236,2,1,1,1989,18
60,240,2,1,0,1989,18
60,290,2,1,1,1989,16
60,290,2,1,1,1989,16
60,290,2,1,1,1989,16
61,310,2,1,1,1989,18
61,310,2,1,1,1989,18
61,350,2,1,1,1989,15
61,360,2,1,1,1989,6
61,360,2,1,1,1989,6
62,190,2,1,0,1989,18
62,190,2,1,0,1989,18
62,190,2,1,0,1989,18
62,195,2,1,0,1989,18
62,290,2,1,1,1989,14
62,290,2,1,1,1989,14
62,335,2,1,1,1989,1
62,358,2,1,1,1989,16
62,360,2,1,1,1989,6
63,195,2,1,1,1989,6
63,210,2,1,1,1989,22
63,210,2,1,1,1989,22
63,210,2,1,1,1989,22
63,225,3,1,0,1989,6
63,225,3,1,0,1989,6
63,226,2,1,0,1989,17
63,226,2,1,0,1989,17
64,160,2,1,1,1989,14
64,180,2,1,1,1989,6
64,305,3,1,1,1989,6
64,317,2,1,1,1989,18
64,340,2,1,1,1989,18
64,340,2,1,1,1989,18
65,240,2,1,0,1989,6
65,310,2,1,1,1989,20
66,285,2,1,1,1989,25
66,290,2,1,1,1989,21
66,290,2,1,1,1989,21
66,320,2,1,1,1989,18
67,270,3,1,0,1989,6
67,335,2,1,0,1989,20
67,335,2,1,0,1989,20
67,335,2,1,0,1989,20
67,340,2,1,1,1989,14
67,380,3,1,1,1989,6
67,390,3,1,1,1989,6
67,390,3,1,1,1989,6
68,270,3,1,1,1989,6
68,272,2,1,1,1989,25
68,280,3,1,1,1989,6
68,280,3,1,1,1989,6
68,290,2,1,1,1989,6
68,290,2,1,1,1989,6
68,320,3,1,1,1989,6
69,275,3,1,1,1989,6
69,275,3,1,1,1989,6
70,225,3,1,0,1989,6
70,310,2,1,0,1989,21
70,310,2,1,0,1989,21
71,320,3,1,0,1989,17
71,460,2,1,1,1989,19
72,398,3,1,1,1989,20
72,410,3,1,1,1989,14
72,410,3,1,1,1989,14
72,430,3,1,1,1989,17
72,430,3,1,1,1989,17
72,435,2,1,1,1989,18
74,175,3,1,0,1989,6
74,235,3,1,0,1989,6
75,350,2,1,1,1989,8
75,380,2,1,1,1989,19
75,390,3,1,1,1989,6
76,190,3,1,0,1989,6
76,305,3,1,1,1989,25
80,295,2,1,0,1989,22
80,295,2,1,0,1989,22
80,320,3,1,0,1989,21
80,325,3,1,0,1989,20
80,390,3,1,0,1989,21
80,455,3,1,1,1989,6
80,455,3,1,1,1989,6
81,295,3,1,0,1989,6
83,260,3,1,1,1989,20
84,330,3,1,0,1989,5
84,330,3,1,0,1989,5
84,360,3,1,0,1989,6
84,360,3,1,0,1989,6
85,320,3,1,1,1989,6
85,330,3,1,1,1989,25
85,330,3,1,1,1989,25
85,340,3,1,0,1989,25
85,340,3,1,0,1989,25
85,340,3,1,0,1989,25
86,340,3,1,0,1989,25
93,350,2,2,0,1989,26
107,427,2,2,0,1989,15
107,427,2,2,0,1989,15
145,580,4,2,0,1989,18
145,580,4,2,0,1989,18
145,580,4,2,0,1989,18
36,110,1,1,1,1990,6
38,249,1,1,1,1990,20
38,249,1,1,1,1990,20
38,249,1,1,1,1990,20
40,230,1,1,1,1990,18
41,168,1,1,0,1990,16
41,197,1,1,1,1990,6
41,197,1,1,1,1990,6
41,228,1,1,0,1990,18
41,228,1,1,0,1990,18
42,120,1,1,0,1990,6
42,142,1,1,1,1990,18
42,142,1,1,1,1990,18
42,215,1,1,0,1990,17
42,215,1,1,0,1990,17
42,215,1,1,0,1990,17
42,220,1,1,1,1990,17
43,190,1,1,1,1990,6
44,130,1,1,0,1990,6
44,130,1,1,0,1990,6
44,180,1,1,1,1990,16
45,140,1,1,0,1990,6
45,140,1,1,0,1990,6
45,155,1,1,0,1990,14
45,155,1,1,0,1990,14
45,200,1,1,1,1990,6
45,200,1,1,1,1990,6
45,200,1,1,1,1990,6
45,219,1,1,0,1990,5
45,240,1,1,1,1990,12
45,255,1,1,1,1990,18
45,390,1,1,1,1990,7
46,115,1,1,0,1990,6
46,225,1,1,1,1990,6
46,255,1,1,1,1990,6
46,255,1,1,1,1990,6
47,98,1,1,0,1990,6
47,102,2,1,1,1990,6
47,190,1,1,0,1990,16
47,193,2,1,0,1990,16
47,193,2,1,0,1990,16
47,193,2,1,0,1990,16
47,225,1,1,1,1990,18
48,148,1,1,1,1990,6
48,148,1,1,1,1990,6
48,185,2,1,0,1990,7
48,185,2,1,0,1990,7
48,220,1,1,1,1990,8
48,249,2,1,0,1990,16
48,320,1,1,1,1990,17
48,320,1,1,1,1990,17
49,155,1,1,0,1990,18
49,155,1,1,0,1990,18
49,165,1,1,1,1990,6
49,167,1,1,1,1990,25
49,167,1,1,1,1990,25
49,178,1,1,1,1990,25
49,178,1,1,1,1990,25
49,197,1,1,0,1990,12
49,197,1,1,0,1990,12
49,197,1,1,0,1990,12
49,197,1,1,0,1990,12
49,220,2,1,1,1990,6
49,240,2,1,1,1990,6
50,169,1,1,0,1990,14
50,169,1,1,0,1990,14
50,169,1,1,0,1990,14
50,178,2,1,1,1990,6
51,190,2,1,0,1990,5
51,239,2,1,0,1990,6
52,172,2,1,1,1990,6
52,195,2,1,0,1990,4
52,268,1,1,1,1990,20
53,135,2,1,0,1990,6
53,196,2,1,1,1990,6
53,310,2,1,1,1990,6
53,350,1,1,1,1990,13
53,350,1,1,1,1990,13
53,350,1,1,1,1990,13
54,125,2,1,1,1990,5
54,135,2,1,0,1990,6
54,168,2,1,1,1990,6
54,178,1,1,0,1990,24
54,199,2,1,0,1990,6
54,199,2,1,0,1990,6
54,290,2,1,1,1990,6
54,290,2,1,1,1990,6
54,410,2,1,1,1990,6
54,425,2,1,1,1990,6
55,200,1,1,0,1990,25
56,175,2,1,0,1990,5
56,175,2,1,0,1990,5
56,185,2,1,0,1990,6
56,208,2,1,1,1990,25
56,235,3,1,0,1990,6
56,235,3,1,0,1990,6
56,278,1,1,1,1990,16
56,290,2,1,1,1990,18
56,300,2,1,1,1990,6
56,360,2,1,1,1990,6
56,360,2,1,1,1990,6
57,135,2,1,1,1990,6
57,165,2,1,1,1990,6
57,195,2,1,0,1990,6
57,195,2,1,0,1990,6
57,195,2,1,1,1990,18
57,230,2,1,1,1990,6
57,240,2,1,0,1990,25
58,164,2,1,0,1990,6
58,177,2,1,0,1990,6
58,180,2,1,0,1990,6
58,208,1,2,0,1990,25
58,208,1,2,0,1990,25
58,209,2,1,0,1990,6
58,209,2,1,0,1990,6
58,210,2,1,0,1990,6
58,240,2,1,1,1990,6
58,240,2,1,1,1990,6
58,240,2,1,1,1990,6
58,266,2,1,1,1990,6
58,266,2,1,1,1990,6
58,290,2,1,1,1990,6
58,290,2,1,1,1990,6
58,360,2,1,1,1990,5
58,485,2,1,0,1990,6
58,490,2,1,0,1990,6
58,490,2,1,0,1990,6
59,142,2,1,0,1990,6
59,175,2,1,0,1990,6
59,185,2,1,0,1990,6
59,185,2,1,1,1990,6
59,203,2,1,0,1990,6
59,220,2,1,0,1990,5
59,265,2,1,1,1990,7
59,265,2,1,1,1990,7
59,310,2,1,1,1990,1
59,310,2,1,1,1990,1
59,500,2,1,0,1990,16
59,500,2,1,0,1990,16
60,155,2,1,1,1990,6
60,200,2,1,0,1990,6
60,200,2,1,0,1990,14
60,200,2,1,0,1990,14
60,232,3,1,1,1990,6
60,235,2,1,1,1990,6
60,235,2,1,1,1990,6
60,240,2,1,1,1990,14
60,246,2,1,1,1990,6
60,246,2,1,1,1990,6
60,260,2,1,0,1990,6
60,285,2,1,1,1990,6
60,320,2,1,1,1990,6
60,322,2,2,1,1990,6
60,322,2,2,1,1990,6
60,335,2,1,1,1990,6
60,335,2,1,1,1990,6
60,370,2,1,1,1990,16
60,450,2,1,1,1990,16
60,450,2,1,1,1990,16
61,218,2,1,0,1990,6
61,245,2,2,1,1990,6
61,258,2,1,1,1990,18
61,265,2,1,1,1990,6
61,350,2,1,1,1990,18
61,390,2,1,1,1990,6
62,188,2,1,1,1990,6
62,190,2,1,0,1990,7
62,190,2,1,0,1990,7
62,198,2,1,1,1990,7
62,200,2,1,1,1990,14
62,205,2,1,0,1990,6
62,274,3,1,1,1990,16
62,275,2,1,1,1990,18
62,275,2,1,1,1990,18
62,295,2,1,1,1990,5
62,295,2,1,1,1990,5
62,410,2,1,1,1990,5
63,245,2,1,0,1990,25
63,245,2,1,0,1990,25
63,245,2,1,0,1990,25
63,270,2,1,1,1990,16
63,310,2,1,1,1990,6
63,325,2,1,1,1990,18
63,325,2,1,1,1990,18
63,430,2,1,1,1990,6
64,227,2,1,0,1990,25
64,229,2,1,1,1990,18
64,229,2,1,1,1990,18
64,243,2,1,1,1990,6
64,243,2,1,1,1990,6
64,243,2,1,1,1990,6
64,265,2,1,0,1990,21
64,325,2,1,1,1990,21
64,325,2,1,1,1990,21
64,380,2,1,1,1990,6
65,158,2,1,1,1990,6
65,158,2,1,1,1990,6
65,158,2,1,1,1990,6
65,158,2,1,1,1990,6
65,295,2,1,1,1990,25
65,295,2,1,1,1990,25
65,300,3,1,1,1990,6
65,380,2,1,1,1990,0
65,380,2,1,1,1990,0
66,210,2,1,1,1990,6
66,325,2,1,1,1990,18
66,330,2,1,1,1990,18
66,330,2,1,1,1990,18
67,175,1,1,1,1990,24
67,175,1,1,1,1990,24
67,270,2,1,0,1990,7
67,285,2,1,1,1990,25
67,285,2,1,1,1990,25
68,220,2,1,1,1990,22
68,320,2,1,1,1990,16
68,320,2,1,1,1990,16
68,320,2,1,1,1990,20
69,158,2,1,1,1990,5
69,158,2,1,1,1990,5
69,228,3,1,0,1990,22
69,228,3,1,0,1990,22
69,325,1,1,1,1990,16
69,325,1,1,1,1990,16
70,205,3,1,0,1990,6
70,228,2,1,1,1990,25
70,228,2,1,1,1990,25
70,230,2,1,0,1990,6
70,230,2,1,0,1990,6
70,270,2,1,1,1990,6
70,345,2,1,1,1990,21
70,345,2,1,1,1990,21
70,345,2,1,1,1990,21
71,240,2,1,1,1990,18
71,240,2,1,1,1990,18
71,320,2,1,1,1990,17
71,320,3,1,0,1990,6
72,243,2,1,0,1990,18
72,243,2,1,0,1990,18
72,299,2,1,0,1990,16
72,299,2,1,0,1990,16
72,320,3,1,1,1990,16
72,320,3,1,1,1990,16
72,325,2,1,1,1990,6
72,325,2,1,1,1990,6
72,325,2,1,1,1990,6
73,335,3,1,1,1990,6
73,400,2,1,1,1990,20
73,440,2,2,0,1990,18
74,275,3,1,0,1990,20
74,275,3,1,0,1990,20
74,330,3,1,1,1990,16
74,340,2,1,1,1990,18
74,405,2,1,1,1990,22
74,405,2,1,1,1990,22
75,215,3,1,0,1990,12
75,225,3,1,0,1990,6
75,355,3,1,1,1990,6
76,128,2,1,1,1990,6
76,245,3,1,1,1990,15
76,245,3,1,1,1990,15
78,205,3,1,0,1990,6
78,260,3,1,1,1990,21
78,352,2,2,1,1990,6
78,352,2,2,1,1990,6
78,355,3,1,1,1990,18
78,355,3,1,1,1990,18
78,500,3,1,1,1990,6
79,314,3,1,1,1990,20
79,400,3,1,1,1990,18
80,136,3,1,1,1990,6
80,230,2,1,0,1990,24
80,230,2,1,0,1990,24
80,368,3,1,1,1990,9
80,470,3,1,1,1990,6
80,470,3,1,1,1990,6
81,173,2,2,1,1990,6
81,205,2,1,1,1990,6
81,370,3,1,1,1990,16
82,395,2,1,1,1990,18
82,410,3,1,0,1990,6
82,450,2,1,1,1990,7
82,450,2,1,1,1990,7
83,265,3,1,1,1990,18
83,350,3,1,0,1990,16
83,525,2,2,1,1990,6
84,260,3,1,1,1990,14
84,260,3,1,1,1990,14
84,415,3,1,0,1990,16
85,220,2,1,1,1990,6
85,340,3,1,0,1990,25
85,360,3,1,1,1990,8
85,360,3,1,1,1990,8
85,435,2,2,1,1990,17
85,435,2,2,1,1990,17
85,440,3,1,1,1990,20
